,0
lab_absolute_lymphocyte_count,0.0
lab_rdw,0.0
"lab_rbc,_pleural",0.0
drug_duloxetine,0.0
lab_lactate_dehydrogenase_(ld),0.0
lab_triglycerides,0.0
"lab_lactate_dehydrogenase,_pleural",0.0
lab_l,0.0
lab_cortisol,0.0
lab_cholesterol_ratio_(total/hdl),0.0
"lab_cholesterol,_total",0.0
"lab_cholesterol,_ldl,_calculated",0.0
"lab_cholesterol,_hdl",0.0
"lab_chloride,_whole_blood",0.0
"lab_chloride,_urine",0.0
lab_chloride,0.0
lab_carcinoembyronic_antigen_(cea),0.0
"lab_calculated_bicarbonate,_whole_blood",0.0
"lab_calcium,_total",0.0
lab_c4,0.0
"lab_creatine_kinase,_mb_isoenzyme",0.0
lab_c3,0.0
"lab_bilirubin,_indirect",0.0
lab_bicarbonate,0.0
lab_bands,0.0
lab_atypical_lymphocytes,0.0
lab_asparate_aminotransferase_(ast),0.0
lab_arch-1,0.0
lab_anion_gap,0.0
"lab_amylase,_ascites",0.0
lab_alpha-fetoprotein,0.0
lab_alkaline_phosphatase,0.0
"lab_albumin,_ascites",0.0
lab_albumin,0.0
"lab_bilirubin,_total",0.0
lab_creatinine,0.0
lab_cyclosporin,0.0
lab_d-dimer,0.0
"lab_iron_binding_capacity,_total",0.0
lab_immunoglobulin_g,0.0
lab_immature_granulocytes,0.0
lab_i,0.0
lab_hpe7,0.0
lab_hpe2,0.0
lab_hpe1,0.0
lab_hemoglobin,0.0
"lab_hematocrit,_calculated",0.0
lab_absolute_monocyte_count,0.0
lab_haptoglobin,0.0
lab_h,0.0
lab_granulocyte_count,0.0
"lab_glucose,_pleural",0.0
"lab_glucose,_csf",0.0
lab_glucose,0.0
lab_globulin,0.0
lab_gentamicin,0.0
lab_gamma_glutamyltransferase,0.0
lab_free_lambda,0.0
lab_free_kappa/free_lambda_ratio,0.0
lab_free_kappa,0.0
lab_folate,0.0
lab_ethanol,0.0
lab_epithelial_cells,0.0
lab_eag,0.0
lab_digoxin,0.0
"lab_lactate_dehydrogenase,_ascites",0.0
lab_triiodothyronine_(t3),0.0
drug_epoetin_alfa,0.0
drug_artificial_tear_ointment,0.0
drug_ampicillin-sulbactam,0.0
drug_ceftriaxone,0.0
drug_cepacol_(menthol),0.0
lab_absolute_basophil_count,0.0
drug_cepacol_(sore_throat_lozenge),0.0
drug_cepastat_(phenol)_lozenge,0.0
drug_d5w,0.0
drug_cephalexin,0.0
drug_dermoplast_spray,0.0
drug_codeine_sulfate,0.0
drug_dexamethasone,0.0
drug_dexamethasone_sod_phos,0.0
drug_alteplase_(catheter_clearance),0.0
drug_alprazolam,0.0
drug_dexmedetomidine,0.0
lab_urea_nitrogen,0.0
lab_24_hr_creatinine,0.0
drug_anti-thymocyte_globulin_(rabbit),0.0
drug_albuterol-ipratropium,0.0
drug_cefazolin,0.0
drug_cyanocobalamin,0.0
drug_buspirone,0.0
drug_calcium_carbonate,0.0
drug_cyclophosphamide,0.0
drug_bupropion_(sustained_release),0.0
drug_bumetanide,0.0
drug_bisacodyl,0.0
drug_cyclosporine_(neoral)_modified,0.0
drug_baclofen,0.0
drug_azithromycin,0.0
drug_atropine_sulfate,0.0
drug_calcium_gluconate,0.0
drug_caphosol,0.0
drug_atenolol,0.0
drug_d10w,0.0
drug_d5_1/2ns,0.0
drug_carbidopa-levodopa_(25-100),0.0
drug_aspirin,0.0
drug_artificial_tears_preserv._free,0.0
drug_chlorhexidine_gluconate_0.12%_oral_rinse,0.0
drug_albuterol_inhaler,0.0
drug_dextrose_50%,0.0
drug_0.9%_nacl_(excel/viaflo_bag),0.0
drug_albumin_5%_(12.5g_/_250ml),0.0
lab_wbc,0.0
drug_citalopram,0.0
lab_vancomycin,0.0
lab_valproic_acid,0.0
lab_utx7,0.0
lab_utx6,0.0
drug_docusate_sodium_(liquid),0.0
drug_clindamycin,0.0
lab_utx5,0.0
lab_utx4,0.0
lab_utx3,0.0
lab_utx2,0.0
lab_utx1,0.0
drug_clonazepam,0.0
lab_urine_volume,0.0
drug_doxercalciferol,0.0
lab_uric_acid,0.0
drug_0.9%_sodium_chloride,0.0
drug_cholestyramine,0.0
lab_white_blood_cells,0.0
drug_calcitriol,0.0
drug_acyclovir,0.0
drug_1/2_ns,0.0
race_UNKNOWN OR MULTIPLE,0.0
drug_acetylcysteine_20%,0.0
drug_dibucaine,0.0
drug_digoxin,0.0
drug_acetaminophen-caff-butalbital,0.0
drug_chlorthalidone,0.0
drug_clopidogrel,0.0
drug_5%_dextrose_(excel_bag),0.0
"lab_urea_nitrogen,_urine",4.3813694289501766e-08
lab_oxygen_saturation,7.997050447167876e-08
drug_ipratropium_bromide_neb,2.681912929182292e-07
lab_free_calcium,1.587740074525933e-06
drug_hydroxyurea,4.4095351086456853e-05
drug_lidocaine_jelly_2%_(urojet),9.712676382486069e-05
procedure_B211YZZ,0.0019984480701446764
"lab_albumin,_pleural",0.0020763065408705276
drug_dextrose_10%_in_water_(d10w),0.0029980302491089197
drug_heparin_sodium,0.003155121408881872
drug_vancomycin_oral_liquid,0.0037684382012939566
drug_lacosamide,0.0043141936333950135
drug_atovaquone_suspension,0.004433850836981672
drug_meropenem,0.0045240341034241535
procedure_5491,0.004580286174509054
lab_base_excess,0.004950608775276635
drug_fludrocortisone_acetate,0.005385005553127743
drug_epinephrine,0.005753997337365224
drug_tizanidine,0.007301217238958494
lab_mesothelial_cells,0.007409309692062687
lab_ammonia,0.00881725217497328
drug_lansoprazole_oral_disintegrating_tab,0.009278365979815788
admission_location_INFORMATION NOT AVAILABLE,0.009589878997218592
drug_ciprofloxacin_iv,0.01061946664317636
procedure_3E0G76Z,0.01072282601441868
"lab_osmolality,_measured",0.010900777495959892
lab_granular_casts,0.0116946586228663
"lab_creatinine,_urine",0.01211134780531151
admission_type_OBSERVATION ADMIT,0.012309693819457661
drug_phenylephrine,0.01268749937940743
drug_chlorothiazide_sodium,0.012924272228326532
lab_ntprobnp,0.013656940369718314
drug_sodium_polystyrene_sulfonate,0.013859208613233878
lab_blasts,0.014819422423746894
lab_mesothelial_cell,0.015138345300127122
"lab_cholesterol,_pleural",0.015796229888609802
procedure_5A1955Z,0.017466755189520386
lab_calculated_total_co2,0.01762102235678327
lab_heparin,0.01824001059529663
procedure_009U3ZX,0.018719382125445504
drug_piperacillin-tazobactam_na,0.01894443984372969
drug_ceftazidime,0.01929406812968129
procedure_3893,0.020167101999798587
lab_required_o2,0.020407144087685927
lab_alveolar-arterial_gradient,0.020407144087685927
drug_hydrocortisone_na_succ.,0.02053741592708877
"lab_fibrinogen,_functional",0.020962084668729116
drug_heparin_flush_(100_units/ml),0.021936911289841158
drug_d5lr,0.02224068946592451
lab_urobilinogen,0.022896197711108
procedure_0040,0.024227619898648568
lab_ketone,0.024650756397660335
drug_morphine_sr_(ms_contin),0.026947670068864723
drug_albumin_5%_(25g_/_500ml),0.02765399945700438
lab_macrophages,0.02776086057223344
"lab_glucose,_ascites",0.028005600891967845
drug_cinacalcet,0.029543568445783448
drug_metronidazole,0.03069332418025777
lab_other,0.03248916318414176
drug_sodium_chloride_0.9%,0.035470510459933574
lab_pco2,0.03561391759742021
drug_ipratropium-albuterol_neb,0.035968452606383136
drug_albuterol_0.083%_neb_soln,0.03621118408760526
drug_piperacillin-tazobactam,0.03735355063089242
drug_d5ns,0.03898564618527285
vital_max_temperature_f,0.03941027812183084
drug_midodrine,0.04004607595117196
lab_pt,0.040569181722647694
lab_inr(pt),0.04188858611376335
drug_nystatin_oral_suspension,0.04246757809159357
drug_heparin_flush_(10_units/ml),0.04272225307767199
drug_prochlorperazine,0.04377820571273516
drug_sodium_bicarbonate,0.044071057103916754
drug_methadone,0.0442619551133959
"lab_creatinine,_whole_blood",0.04490283138181557
drug_albumin_25%_(12.5g_/_50ml),0.04522575892566454
lab_treponema_pallidum_(syphilis)_value,0.04549978673069165
drug_daptomycin,0.045680470103479115
lab_phosphate,0.045909787410142754
drug_amiodarone,0.04698625123540551
"lab_bilirubin,_direct",0.047062072837957686
drug_furosemide,0.04735330136710811
drug_dopamine,0.04756272534775638
drug_oxycodone_sr_(oxycontin),0.049009392625301636
drug_methylprednisolone_sodium_succ,0.05100846333486286
drug_promethazine,0.05569931505849423
admission_type_URGENT,0.0576924160670618
drug_benzonatate,0.058034602184839586
drug_mannitol_20_%,0.05872184673808902
lab_ck-mb_index,0.06210267617135198
procedure_9671,0.06302896105376239
drug_5%_dextrose,0.06731954467268561
vital_min_respiratory_rate,0.06784395889806538
lab_hyaline_casts,0.07236403931838095
drug_vancomycin,0.07626886371976034
drug_lidocaine_jelly_2%_(glydo),0.0766371727844257
drug_olanzapine_(disintegrating_tablet),0.07859083554200542
drug_sodium_chloride_3%_(hypertonic),0.07941482077959702
lab_lactate,0.08403497421230087
lab_estimated_gfr_(ckd-_epi_refit),0.08606021937395927
procedure_9604,0.08646746577692434
admission_location_CLINIC REFERRAL,0.08835375788201719
drug_phytonadione,0.09231997164707316
lab_troponin_t,0.11837463312106285
drug_lidocaine_5%_patch,0.12300782170753922
lab_nucleated_red_cells,0.13993901307995518
drug_lorazepam,0.14065187112253127
procedure_0BH17EZ,0.14460235574333585
drug_sodium_chloride_0.9%__flush,0.15049627175049857
drug_vasopressin,0.1556253883282784
admission_location_TRANSFER FROM HOSPITAL,0.17501952858187408
insurance_Other,0.17974116747199562
drug_acetaminophen_iv,0.19153246729774634
admission_location_TRANSFER FROM SKILLED NURSING FACILITY,0.194387620222069
drug_scopolamine_patch,0.2675967058207641
admission_type_EW EMER.,0.26924253566115974
vital_mean_heart_rate,0.29311426533373236
lab_ptt,0.29679289502636963
drug_morphine_sulfate,0.3882695531136371
lab_po2,0.43261890225021293
anchor_age,0.8724254470043696
