,0
drug_influenza_vaccine_high-dose_quadrivalent,-0.0029219641780470337
drug_readi-cat_2_(barium_sulfate_2%_suspension),-0.0022066118363193513
"lab_albumin,_pleural",-0.0019631466305406195
drug_cyclophosphamide,-0.0018714183089292105
drug_potassium_phosphate,-0.001703025277670449
drug_digoxin,-0.0016853688521083455
drug_ticagrelor,-0.0012525915507162705
drug_venlafaxin,-0.0005955092959088328
procedure_0040,-0.00045109900605946727
lab_utx2,-0.0003169970921596502
drug_vitamin_d,-7.933334471633394e-05
drug_piperacillin-tazobactam,-5.1169464369234865e-06
"lab_cholesterol,_pleural",-4.144571238004013e-06
insurance_Medicare,-3.22992100339892e-06
lab_absolute_monocyte_count,-1.0158666312874153e-08
drug_influenza_virus_vaccine,-6.754341836073769e-09
drug_escitalopram_oxalate,-3.4316148050759212e-09
lab_other,-2.5526022955221706e-09
procedure_8848,0.0
procedure_B211YZZ,0.0
"lab_glucose,_csf",0.0
lab_ferritin,0.0
drug_hydromorphone_(dilaudid),0.0
drug_montelukast,0.0
drug_fludrocortisone_acetate,0.0
drug_glycopyrrolate,0.0
drug_oxycodone_liquid,0.0
drug_brimonidine,0.0
drug_pravastatin,0.0
drug_sulfameth/trimethoprim_ss,0.0
drug_spironolactone,0.0
drug_sodium_chloride_nasal,0.0
drug_ipratropium_bromide_neb,0.0
drug_lansoprazole_oral_disintegrating_tab,0.0
"lab_total_protein,_pleural",0.0
drug_albuterol_inhaler,0.0
drug_vancomycin_oral_liquid,0.0
drug_tizanidine,0.0
drug_atovaquone_suspension,0.0
lab_transitional_epithelial_cells,0.0
drug_neostigmine,0.0
lab_ntprobnp,0.0
lab_lithium,0.0
lab_rdw-sd,1.5536972934996936e-07
lab_immunoglobulin_a_missing,1.2269774247685438e-06
"lab_glucose,_ascites",0.0011235366279668884
lab_utx6,0.0023219060114162
drug_dopamine,0.0034213506349725057
drug_d10w,0.003456367872869459
drug_moviprep,0.0042720305209229415
drug_meperidine,0.0047673579470765386
drug_doxercalciferol,0.004960618831515157
lab_immature_granulocytes,0.005155581223372632
drug_hydrocodone-acetaminophen,0.0052830561160881594
lab_i,0.0054336224528437616
lab_digoxin,0.0064351209512430296
drug_daptomycin,0.006628522633972712
lab_troponin_t,0.00878662390478443
lab_heparin,0.009942267924086175
drug_oxymetazoline,0.01016431287646322
"lab_total_nucleated_cells,_ascites",0.010399955132356415
lab_digoxin_missing,0.010610184738382843
lab_ck-mb_index,0.010761513082809045
drug_mupirocin_nasal_ointment_2%,0.011203364119085483
drug_lactulose,0.01187359122541387
lab_mesothelial_cells,0.012266850549190734
drug_finasteride,0.013536285610888637
drug_docusate_sodium_(liquid),0.013808076230073092
lab_mesothelial_cell,0.014839659327472832
drug_senna,0.015682123618473622
drug_valproate_sodium,0.016195134776275145
lab_alveolar-arterial_gradient,0.016383033847808794
drug_ciprofloxacin_hcl,0.01709299737278835
drug_5%_dextrose_(excel_bag),0.01723180737329238
"lab_creatine_kinase,_mb_isoenzyme",0.01734950985112276
lab_epithelial_cells,0.017922540259801945
drug_doxycycline_hyclate,0.01832432989946048
lab_neutrophils,0.018338303663288598
lab_o2_flow,0.018436117884105385
"lab_total_protein,_urine",0.02035856620573735
drug_calcium_gluconate,0.020381467110260038
drug_midodrine,0.022892105991906837
lab_myelocytes,0.023190889530868227
drug_phytonadione,0.023415688240329458
lab_folate,0.023731372527116025
drug_heparin_flush_(100_units/ml),0.02388159011069415
lab_stx3,0.02418055856551635
lab_phosphate,0.02465566588578137
drug_ceftazidime,0.026492736814378172
drug_creon_12,0.02682546019752894
drug_methadone,0.027338459932472657
drug_hydralazine,0.02734986477786236
drug_multivitamins_w/minerals,0.027395609330600635
drug_bisacodyl,0.02743913338329311
lab_lithium_missing,0.02796626600365613
drug_5%_dextrose,0.028171746482032817
lab_uric_acid,0.028812207678611174
drug_atropine_sulfate,0.029018930045247388
lab_wbc,0.03213015752861403
drug_0.9%_nacl_(excel/viaflo_bag),0.034188866361321776
drug_isosorbide_dinitrate,0.03448233192637274
drug_metoclopramide,0.03505324198579683
"lab_osmolality,_urine",0.03632085429769006
lab_sodium,0.03919892226792693
drug_ursodiol,0.04102493508643395
lab_ketone,0.041343615121755065
lab_cov8mc,0.041764313446439535
procedure_9671,0.04212132752833183
drug_furosemide,0.04317828023597926
lab_magnesium,0.04335188629590354
drug_lidocaine_jelly_2%_(glydo),0.04335444426883698
drug_0.9%_sodium_chloride,0.043454146842939204
drug_citrate_dextrose_3%_(acd-a)_crrt,0.04348275500919357
"lab_bilirubin,_total",0.045796067170894066
drug_cinacalcet,0.04876283804682765
drug_levetiracetam,0.04878284316499565
lab_vancomycin,0.05112878262022225
drug_d5w,0.05148886820938149
lab_haptoglobin,0.053325202253999136
procedure_0BH17EZ,0.053677261566954286
drug_albuterol_0.083%_neb_soln,0.05384331996130391
vital_heart_rate,0.05649715644938707
drug_ipratropium-albuterol_neb,0.05790354552324725
drug_dexamethasone,0.06127129041791253
drug_vasopressin,0.06158874910537598
drug_phenylephrine,0.06368781583782344
drug_ns,0.06451373524042414
lab_lactate_dehydrogenase_(ld),0.06576401896289776
lab_blasts,0.0711883563660099
drug_sodium_chloride_0.9%,0.07147879748041232
lab_glucose,0.0715391410832953
admission_type_EW EMER.,0.07228994958380466
drug_oxycodone_sr_(oxycontin),0.07544096957900077
drug_prochlorperazine,0.07934102100605417
drug_famotidine,0.07948559523731992
lab_alkaline_phosphatase,0.0839138978789628
lab_white_blood_cells,0.0847520695038898
drug_metronidazole_(flagyl),0.08528386711537053
lab_ptt,0.08757920604029433
procedure_9604,0.08828308944756251
drug_olanzapine_(disintegrating_tablet),0.08960880672981669
lab_inr(pt),0.09168858824762888
drug_micafungin,0.09194334242082125
drug_heparin_flush_(10_units/ml),0.09500848532999889
insurance_Other,0.10708574007776023
drug_propofol,0.11020439642024664
drug_sodium_chloride_3%_(hypertonic),0.11093708773439134
admission_location_TRANSFER FROM SKILLED NURSING FACILITY,0.1119455192254226
lab_specific_gravity,0.12168363929662517
lab_urea_nitrogen,0.12187406287270323
drug_chlorhexidine_gluconate_0.12%_oral_rinse,0.12522990369998516
drug_mannitol_20_%,0.12689277493652606
lab_pco2,0.12993360138284263
lab_rdw,0.1363668717326443
lab_lactate,0.13653119192406643
vital_respiratory_rate,0.14002713726966529
lab_potassium,0.15203533692396137
drug_acetaminophen_iv,0.15765925374946801
drug_lorazepam,0.1631845305452941
lab_anion_gap,0.16726962913194937
drug_scopolamine_patch,0.23647916553157702
drug_morphine_sulfate,0.3167157419762372
lab_anion_gap_missing,0.3268652774077013
anchor_age,0.5923553319515853
